job_name,submit_time,duration,region,k,L_max,submit_local_hour,band,alpha,assigned_region
j_002176,156692.6,15.7,India,4,41.8,1.03,night,0.6,France
j_000408,157018.4,21.5,US_Central,4,58.1,13.62,day,0.6,US_West
j_002543,157170.4,5040.8,Japan,1,77238.0,4.66,night,0.6,US_West
j_000778,157278.9,5.1,US_East,5,3.1,14.69,day,0.6,US_East
j_002185,157666.1,6856.2,India,2,8206.9,1.3,night,0.6,Germany
j_000783,157976.9,9.8,US_East,4,59.2,14.88,day,0.6,US_East
j_000062,158387.9,74.5,US_West,4,53.4,12.0,day,0.6,US_West
j_000413,158757.7,45.1,US_Central,4,55.0,14.1,day,0.6,US_West
j_001825,158949.9,989.2,Korea,2,11119.5,5.15,night,0.6,Korea
j_002525,159030.3,6391.3,Japan,2,8988.7,5.18,night,0.6,Korea
j_002526,159236.4,7942.6,Japan,1,44707.0,5.23,night,0.6,Korea
j_002532,159375.2,5737.8,Japan,1,51057.7,5.27,night,0.6,Korea
j_000403,159487.3,5.8,US_Central,5,1.7,14.3,day,0.6,US_West
j_001109,159756.4,3090.8,France,1,58386.5,21.38,night,0.6,France
j_000420,159852.5,210.4,US_Central,3,467.0,14.4,day,0.6,US_West
j_002171,159924.3,12.3,India,5,1.8,1.92,night,0.6,France
j_000065,159941.0,10.1,US_West,5,1.2,12.43,day,0.6,US_West
j_001136,160039.1,2521.9,France,1,72030.0,21.46,night,0.6,France
j_000425,160085.3,25.0,US_Central,4,50.8,14.47,day,0.6,US_West
j_000052,160554.7,2.2,US_West,5,1.0,12.6,day,0.6,US_West
j_002536,160583.5,6234.7,Japan,2,11199.2,5.61,night,0.6,Korea
j_000789,160794.3,338.7,US_East,3,383.1,15.67,day,0.6,US_East
j_001843,161277.0,6.6,Korea,5,3.5,5.8,night,0.6,Korea
j_002152,161288.5,8016.3,India,1,71404.3,2.3,night,0.6,France
j_001847,161327.1,1187.0,Korea,3,122.5,5.81,night,0.6,Korea
j_002172,161525.3,2.2,India,5,4.3,2.37,night,0.6,France
j_002164,161819.0,1445.2,India,1,76688.2,2.45,night,0.6,Germany
j_002165,162059.3,35.8,India,4,45.6,2.52,night,0.6,France
j_000054,162574.1,30.0,US_West,4,48.8,13.16,day,0.6,US_West
j_002538,163011.3,2029.5,Japan,1,52369.2,6.28,night,0.6,Japan
j_001108,163166.4,6299.1,France,1,75057.8,22.32,night,0.6,France
j_001120,163300.8,4828.3,France,1,62651.2,22.36,night,0.6,France
j_001115,163396.6,5092.4,France,1,55831.6,22.39,night,0.6,France
j_000059,163647.7,12.1,US_West,5,2.1,13.46,day,0.6,US_West
j_000757,163833.3,57.3,US_East,4,45.7,16.51,day,0.6,US_East
j_000097,164409.3,81.8,US_West,4,51.3,13.67,day,0.6,US_West
j_001849,164558.1,897.5,Korea,2,18175.2,6.71,night,0.6,Korea
j_000793,164560.1,29.0,US_East,4,46.9,16.71,day,0.6,US_East
j_002159,164644.9,236.9,India,3,291.3,3.23,night,0.6,Germany
j_000056,164820.5,2.6,US_West,5,3.8,13.78,day,0.6,US_West
j_000060,165196.7,23.1,US_West,4,29.1,13.89,day,0.6,US_West
j_000069,165287.2,190.7,US_West,3,434.3,13.91,day,0.6,US_West
j_000093,165597.2,29.5,US_West,4,26.5,14.0,day,0.6,US_West
j_000073,166140.7,60.4,US_West,4,27.5,14.15,day,0.6,US_West
j_002540,166152.3,1478.3,Japan,1,74482.6,7.15,night,0.6,US_West
j_000428,166339.4,194.7,US_Central,3,571.5,16.21,day,0.6,US_West
j_000063,166742.1,101.7,US_West,4,37.1,14.32,day,0.6,US_West
j_000078,166748.1,43.3,US_West,4,44.3,14.32,day,0.6,US_West
j_001454,166946.8,9699.4,Germany,1,51543.9,23.37,night,0.6,Germany
j_002190,167421.0,1003.3,India,1,74698.4,4.01,night,0.6,France
j_001471,167483.1,115.4,Germany,3,183.6,23.52,night,0.6,Germany
j_001497,167491.3,77.2,Germany,4,41.0,23.53,night,0.6,Germany
j_002168,167560.3,14389.0,India,1,64176.1,4.04,night,0.6,France
j_000414,167626.9,489.4,US_Central,2,11560.0,16.56,day,0.6,US_West
j_001104,168798.1,2223.6,France,1,53621.2,23.89,night,0.6,France
j_001812,169898.5,82.0,Korea,4,25.4,8.19,day,0.6,Korea
j_000087,170418.7,7690.2,US_West,1,66223.4,15.34,day,0.6,US_West
j_000071,171143.1,3.5,US_West,5,2.9,15.54,day,0.6,US_West
j_001122,171275.5,2522.4,France,1,46433.8,0.58,night,0.6,France
j_002182,171638.9,837.8,India,2,28747.1,5.18,night,0.6,France
j_000449,171894.6,2.9,US_Central,5,1.2,17.75,day,0.6,US_West
j_002507,171981.9,6.7,Japan,5,5.0,8.77,day,0.6,US_West
j_001145,172601.4,1412.9,France,2,18250.6,0.94,night,0.6,France
j_001874,173106.6,191.1,Korea,3,137.1,9.09,day,0.6,Korea
j_001516,173202.9,85.1,Germany,4,21.9,1.11,night,0.6,France
j_001521,173823.3,36.4,Germany,4,27.6,1.28,night,0.6,Germany
j_000142,174020.0,25.3,US_West,4,17.5,16.34,day,0.6,US_West
j_001888,174264.7,55.1,Korea,4,41.1,9.41,day,0.6,Korea
j_001160,174882.4,4.7,France,5,2.8,1.58,night,0.6,France
j_000133,175095.2,23.9,US_West,4,56.7,16.64,day,0.6,US_West
j_001880,175133.1,5.5,Korea,5,2.3,9.65,day,0.6,Korea
j_002222,175435.6,20426.9,India,1,55493.4,6.23,night,0.6,France
j_000138,175518.6,20.8,US_West,4,46.4,16.76,day,0.6,US_West
j_002552,175665.7,20784.5,Japan,1,74792.6,9.8,day,0.6,Japan
j_001177,175676.9,47.2,France,4,38.9,1.8,night,0.6,France
j_001161,175813.0,4889.7,France,2,8325.8,1.84,night,0.6,France
j_001530,175915.8,1674.3,Germany,1,56176.3,1.87,night,0.6,Germany
j_001533,176213.3,5018.6,Germany,1,52132.0,1.95,night,0.6,Germany
j_001899,176243.7,2237.4,Korea,1,58024.6,9.96,day,0.6,Korea
j_001863,177208.3,65.6,Korea,3,123.8,10.22,day,0.6,Korea
j_000487,177554.4,3.5,US_Central,5,2.3,19.32,day,0.6,France
j_000147,177780.7,36.6,US_West,4,54.5,17.38,day,0.6,US_West
j_001190,178596.3,9055.0,France,1,47410.3,2.61,night,0.6,France
j_001895,179198.1,2192.3,Korea,1,67544.3,10.78,day,0.6,Korea
j_002568,179311.9,101.2,Japan,4,44.1,10.81,day,0.6,Japan
j_000119,179400.1,67.7,US_West,3,190.8,17.83,day,0.6,US_West
j_001864,179414.3,7.1,Korea,5,3.4,10.84,day,0.6,Korea
j_001508,180053.3,8208.4,Germany,1,59753.5,3.01,night,0.6,France
j_001866,180093.6,1684.4,Korea,2,14621.4,11.03,day,0.6,Korea
j_000844,180294.6,860.4,US_East,1,62509.3,21.08,night,0.6,US_East
j_001873,180405.5,30.9,Korea,4,15.7,11.11,day,0.6,Korea
j_002562,180461.6,14400.0,Japan,2,9200.9,11.13,day,0.6,Japan
j_002210,181180.5,2896.3,India,1,86036.3,7.83,night,0.6,France
j_001504,181208.3,3766.7,Germany,1,50116.6,3.34,night,0.6,France
j_001878,181268.4,93.7,Korea,3,279.4,11.35,day,0.6,Korea
j_001540,181321.5,16274.2,Germany,1,65643.5,3.37,night,0.6,Germany
j_001169,181438.1,3013.0,France,2,13543.0,3.4,night,0.6,France
j_002555,182211.7,3.5,Japan,5,1.4,11.61,day,0.6,Japan
j_001525,182387.4,520.4,Germany,1,63928.8,3.66,night,0.6,Germany
j_001854,182417.8,173.5,Korea,3,243.9,11.67,day,0.6,Korea
j_000841,182696.3,21600.0,US_East,1,47265.5,21.75,night,0.6,US_East
j_000461,182868.4,23.4,US_Central,5,3.8,20.8,night,0.6,US_West
j_001506,183055.8,14.7,Germany,4,18.3,3.85,night,0.6,Germany
j_002577,183257.8,9.7,Japan,4,39.1,11.9,day,0.6,Japan
j_001886,183287.5,4553.4,Korea,1,73838.8,11.91,day,0.6,Korea
j_001884,183361.0,3.6,Korea,5,1.2,11.93,day,0.6,Korea
j_001198,183910.1,353.6,France,2,15169.2,4.09,night,0.6,France
j_002203,183960.8,5.3,India,5,2.7,8.6,day,0.6,Germany
j_002554,184509.9,17.0,Japan,4,48.4,12.25,day,0.6,Japan
j_001857,184673.4,97.2,Korea,3,373.5,12.3,day,0.6,Korea
j_002571,184943.9,4.1,Japan,5,1.6,12.37,day,0.6,Japan
j_001868,185341.2,65.2,Korea,3,142.8,12.48,day,0.6,Korea
j_000476,185350.0,4.3,US_Central,5,3.4,21.49,night,0.6,US_West
j_001867,186336.3,14580.7,Korea,1,79769.9,12.76,day,0.6,Korea
j_001531,186393.2,6788.1,Germany,1,50984.9,4.78,night,0.6,Germany
j_001511,186510.0,764.5,Germany,1,55776.4,4.81,night,0.6,Germany
j_001538,186768.8,1730.8,Germany,2,28319.8,4.88,night,0.6,Germany
j_001176,186791.4,19843.8,France,1,44498.5,4.89,night,0.6,France
j_002566,186811.9,29.6,Japan,4,39.4,12.89,day,0.6,Japan
j_001545,186819.5,9.3,Germany,5,1.1,4.89,night,0.6,Germany
j_001892,187010.9,3.0,Korea,5,3.2,12.95,day,0.6,Korea
j_001898,187105.5,13.3,Korea,4,28.3,12.97,day,0.6,Korea
j_000130,187145.7,6303.9,US_West,1,57317.4,19.98,day,0.6,US_West
j_001870,187168.6,3.3,Korea,5,1.3,12.99,day,0.6,Korea
j_002576,187229.1,48.2,Japan,4,41.2,13.01,day,0.6,Japan
j_000101,187299.2,1406.1,US_West,1,55917.2,20.03,night,0.6,US_West
j_000149,187600.0,8.0,US_West,5,1.1,20.11,night,0.6,US_West
j_002212,187726.1,9448.1,India,1,45617.5,9.65,day,0.6,France
j_002597,187759.7,6.6,Japan,5,4.8,13.16,day,0.6,Japan
j_002561,187825.7,218.7,Japan,3,248.8,13.17,day,0.6,Japan
j_000837,188453.2,11.7,US_East,4,51.3,23.35,night,0.6,US_East
j_000824,188487.2,151.0,US_East,3,145.0,23.36,night,0.6,US_East
j_000108,189128.8,2.0,US_West,5,1.6,20.54,night,0.6,US_West
j_002201,189148.0,14.5,India,5,1.1,10.04,day,0.6,France
j_002238,189174.0,3974.6,India,2,8608.0,10.05,day,0.6,France
j_000801,189296.1,1028.4,US_East,2,12016.5,23.58,night,0.6,US_East
j_002213,189387.5,80.8,India,3,175.7,10.11,day,0.6,Germany
j_000802,189777.0,5.9,US_East,5,4.4,23.72,night,0.6,US_East
j_002560,190052.2,3868.3,Japan,1,64462.1,13.79,day,0.6,Japan
j_000809,190136.9,83.2,US_East,3,554.5,23.82,night,0.6,US_East
j_002595,190161.8,13.4,Japan,4,54.4,13.82,day,0.6,Japan
j_002200,190212.5,389.6,India,3,315.1,10.34,day,0.6,France
j_001855,190642.1,11845.2,Korea,2,16218.8,13.96,day,0.6,Korea
j_002590,190745.0,67.8,Japan,4,26.7,13.98,day,0.6,Japan
j_000122,190864.2,19.3,US_West,4,45.6,21.02,night,0.6,US_West
j_000817,190957.6,3067.4,US_East,1,62109.5,0.04,night,0.6,US_East
j_001184,191029.1,12.7,France,5,1.3,6.06,night,0.6,France
j_001153,191204.0,5610.0,France,1,52796.7,6.11,night,0.6,France
j_002242,191569.4,1.8,India,5,3.1,10.71,day,0.6,France
j_002223,191783.1,11.8,India,5,4.1,10.77,day,0.6,Germany
j_001859,192268.9,5.0,Korea,5,3.6,14.41,day,0.6,Korea
j_001510,192693.8,4232.9,Germany,1,43918.7,6.53,night,0.6,Germany
j_002207,192876.2,91.6,India,4,51.3,11.08,day,0.6,Germany
j_001191,193110.0,201.0,France,3,229.6,6.64,night,0.6,France
j_001500,193115.4,488.3,Germany,3,144.7,6.64,night,0.6,Germany
j_000818,193522.7,4.7,US_East,5,1.5,0.76,night,0.6,US_East
j_002235,193975.1,5.7,India,5,4.4,11.38,day,0.6,Germany
j_000842,194030.0,2805.5,US_East,1,86058.0,0.9,night,0.6,US_East
j_002245,194066.8,3.2,India,5,1.8,11.41,day,0.6,Germany
j_000136,194578.2,3819.1,US_West,2,8931.4,22.05,night,0.6,US_West
j_002587,194666.1,3.3,Japan,5,1.0,15.07,day,0.6,Japan
j_002246,194791.1,87.0,India,3,448.8,11.61,day,0.6,France
j_000129,195304.0,7.1,US_West,5,1.7,22.25,night,0.6,US_West
j_000812,196123.4,1955.7,US_East,2,7406.2,1.48,night,0.6,US_East
j_002582,196280.0,2.8,Japan,5,2.4,15.52,day,0.6,Japan
j_001174,196660.4,97.2,France,3,404.9,7.63,night,0.6,France
j_000456,196680.8,7854.8,US_Central,1,45252.9,0.63,night,0.6,France
j_001889,196891.8,319.9,Korea,3,225.5,15.69,day,0.6,Korea
j_002558,197188.7,16.9,Japan,4,25.4,15.77,day,0.6,Japan
j_002216,197278.4,48.1,India,4,50.7,12.3,day,0.6,France
j_001896,198657.9,7.7,Korea,5,1.6,16.18,day,0.6,Korea
j_000113,199201.0,5067.2,US_West,1,81588.7,23.33,night,0.6,US_West
j_001541,199482.6,29.6,Germany,4,21.8,8.41,day,0.6,Germany
j_002564,199512.2,60.3,Japan,4,16.5,16.42,day,0.6,Japan
j_001548,199590.5,5.8,Germany,5,3.5,8.44,day,0.6,Germany
j_001515,199768.2,21.8,Germany,3,350.6,8.49,day,0.6,Germany
j_001196,199977.5,306.0,France,3,264.7,8.55,day,0.6,France
j_001165,199984.5,14862.5,France,1,51294.7,8.55,day,0.6,France
j_000128,200114.4,7.7,US_West,4,26.0,23.59,night,0.6,US_West
j_000849,200195.9,296.2,US_East,4,16.3,2.61,night,0.6,US_East
j_000141,200349.9,669.0,US_West,1,45207.5,23.65,night,0.6,US_West
j_002241,200374.6,246.4,India,3,373.9,13.16,day,0.6,France
j_002208,200548.6,4.8,India,4,36.9,13.21,day,0.6,France
j_002206,200597.0,354.1,India,3,416.9,13.22,day,0.6,France
j_001167,200943.5,49.0,France,4,34.2,8.82,day,0.6,France
j_000452,201009.2,15417.5,US_Central,1,83391.8,1.84,night,0.6,US_East
j_000833,201079.3,3833.7,US_East,1,76696.1,2.86,night,0.6,US_East
j_001509,201613.1,152.8,Germany,3,574.4,9.0,day,0.6,Germany
j_001171,201643.6,5.5,France,5,1.3,9.01,day,0.6,France
j_001546,202148.5,4.4,Germany,5,1.3,9.15,day,0.6,Germany
j_001182,202182.6,9.7,France,5,1.3,9.16,day,0.6,France
j_002240,202427.5,87.6,India,3,251.1,13.73,day,0.6,France
j_002598,202500.7,15.8,Japan,5,1.0,17.25,day,0.6,Japan
j_002226,202736.9,2.2,India,5,2.5,13.82,day,0.6,Germany
j_002233,202826.5,11.8,India,5,1.1,13.84,day,0.6,Korea
j_002214,202840.5,15.1,India,4,44.3,13.84,day,0.6,France
j_002231,203111.0,3.5,India,4,29.1,13.92,day,0.6,Germany
j_002205,203556.3,2.1,India,5,1.3,14.04,day,0.6,Germany
j_000845,203838.6,12132.2,US_East,2,11701.3,3.62,night,0.6,US_East
j_001195,203887.1,51.2,France,4,15.7,9.64,day,0.6,France
j_000847,203981.9,1596.8,US_East,2,22431.8,3.66,night,0.6,US_East
j_001542,204033.2,3.9,Germany,5,2.3,9.68,day,0.6,Germany
j_001501,204057.7,7.9,Germany,5,1.8,9.68,day,0.6,Germany
j_000843,204223.9,729.6,US_East,2,16311.1,3.73,night,0.6,US_East
j_002215,204809.9,6.9,India,5,1.4,14.39,day,0.6,Germany
j_002596,204822.6,5.6,Japan,5,1.3,17.9,day,0.6,Japan
j_002586,204979.1,44.1,Japan,4,17.5,17.94,day,0.6,Japan
j_000134,205102.7,5017.7,US_West,1,50845.8,0.97,night,0.6,US_West
j_002204,205110.9,16.4,India,5,3.3,14.48,day,0.6,Korea
j_000465,205556.4,4165.9,US_Central,1,57741.4,3.1,night,0.6,US_West
j_002565,205789.4,48.6,Japan,4,15.1,18.16,day,0.6,Japan
j_000107,205939.3,12.8,US_West,5,1.3,1.21,night,0.6,US_West
j_000829,205971.6,7.8,US_East,5,1.0,4.21,night,0.6,US_East
j_000838,206029.5,4.7,US_East,5,2.0,4.23,night,0.6,US_East
j_000110,206063.5,1559.7,US_West,2,7804.0,1.24,night,0.6,US_West
j_002237,206124.3,53.3,India,4,45.5,14.76,day,0.6,France
j_000800,206372.5,2416.8,US_East,2,12651.1,4.33,night,0.6,US_East
j_002225,206750.6,4724.6,India,1,79253.3,14.93,day,0.6,France
j_001536,207015.6,5.0,Germany,5,2.4,10.5,day,0.6,France
j_000813,207040.6,159.7,US_East,3,225.0,4.51,night,0.6,US_East
j_002217,207052.2,214.1,India,3,296.1,15.01,day,0.6,France
j_001513,207650.6,391.1,Germany,3,304.0,10.68,day,0.6,Germany
j_000483,207820.6,2477.0,US_Central,1,46338.9,3.73,night,0.6,US_West
j_002230,208049.9,7369.7,India,1,57521.2,15.29,day,0.6,France
j_001194,208525.5,4.3,France,5,2.7,10.92,day,0.6,France
j_001180,209438.7,48.1,France,3,344.6,11.18,day,0.6,France
j_000474,209457.9,14.9,US_Central,4,26.7,4.18,night,0.6,US_Central
j_001549,209809.4,3537.1,Germany,1,54280.9,11.28,day,0.6,Germany
j_000135,210076.2,5.0,US_West,4,34.0,2.35,night,0.6,US_West
j_000464,210525.2,6942.9,US_Central,1,60154.8,4.48,night,0.6,US_West
j_001852,210583.5,14.3,Korea,4,26.2,19.5,day,0.6,Korea
j_000806,210595.9,2492.4,US_East,2,8219.0,5.5,night,0.6,US_East
j_001163,210653.4,3388.5,France,1,43480.4,11.51,day,0.6,France
j_002574,210665.2,5.9,Japan,5,4.0,19.52,day,0.6,US_West
j_000115,210830.1,1466.8,US_West,1,43419.6,2.56,night,0.6,US_West
j_001150,211004.1,9.3,France,5,2.5,11.61,day,0.6,France
j_000477,211350.3,6.8,US_Central,5,3.0,4.71,night,0.6,US_Central
j_002232,211536.3,261.2,India,3,202.9,16.26,day,0.6,France
j_000126,211704.3,3091.6,US_West,1,44095.7,2.81,night,0.6,US_West
j_000451,211780.0,8410.4,US_Central,1,44399.9,4.83,night,0.6,US_Central
j_002220,212036.7,10.1,India,5,2.6,16.4,day,0.6,France
j_002249,212384.3,2.0,India,5,1.3,16.5,day,0.6,Germany
j_002599,212408.5,20.4,Japan,4,21.5,20.0,night,0.6,US_West
j_001535,212663.2,3528.7,Germany,2,7512.1,12.07,day,0.6,Germany
j_001537,212727.0,61.6,Germany,4,28.2,12.09,day,0.6,Germany
j_000453,212764.9,1863.0,US_Central,1,62020.5,5.1,night,0.6,US_West
j_001547,212899.4,275.5,Germany,3,182.7,12.14,day,0.6,Germany
j_002248,212979.2,12495.3,India,1,67836.0,16.66,day,0.6,France
j_001175,212980.4,29.8,France,4,31.7,12.16,day,0.6,France
j_001166,213309.0,34.6,France,4,20.9,12.25,day,0.6,France
j_000137,213338.0,7654.8,US_West,1,74376.9,3.26,night,0.6,US_West
j_002227,213816.7,14.5,India,5,1.0,16.89,day,0.6,France
j_001519,213884.2,15.2,Germany,4,18.5,12.41,day,0.6,Germany
j_002591,213884.9,39.8,Japan,4,20.0,20.41,night,0.6,US_West
j_001503,214334.1,9.4,Germany,5,3.1,12.54,day,0.6,Germany
j_001544,214565.8,103.3,Germany,3,164.7,12.6,day,0.6,Germany
j_000116,214578.9,2.1,US_West,5,2.7,3.61,night,0.6,US_West
j_001193,214884.5,8.6,France,5,1.1,12.69,day,0.6,France
j_001885,215144.6,7.9,Korea,5,3.8,20.76,night,0.6,Korea
j_000485,215745.4,11.3,US_Central,5,2.6,5.93,night,0.6,US_West
j_002236,216134.8,8.7,India,5,4.1,17.54,day,0.6,France
j_001151,216180.9,1800.0,France,3,126.1,13.05,day,0.6,France
j_000127,216213.7,14.5,US_West,4,48.9,4.06,night,0.6,US_West
j_001189,216568.2,3.0,France,5,2.4,13.16,day,0.6,France
j_001887,216611.4,3.3,Korea,5,2.8,21.17,night,0.6,Korea
j_002209,216929.7,8.3,India,5,1.6,17.76,day,0.6,Germany
j_001879,217369.9,5.2,Korea,5,1.2,21.38,night,0.6,Korea
j_001894,217478.1,2122.3,Korea,1,68316.9,21.41,night,0.6,Korea
j_000121,217576.1,6712.0,US_West,1,85087.6,4.44,night,0.6,US_West
j_000470,217578.2,4550.9,US_Central,1,55413.4,6.44,night,0.6,US_Central
j_001162,217842.8,513.5,France,3,433.4,13.51,day,0.6,France
j_002581,217881.2,17.0,Japan,4,17.2,21.52,night,0.6,Korea
j_002567,217903.8,1145.7,Japan,1,84950.1,21.53,night,0.6,Korea
j_000825,217984.5,3934.9,US_East,1,75541.2,7.55,night,0.6,US_East
j_001173,218253.3,5.6,France,5,1.1,13.63,day,0.6,France
j_001512,218489.3,3.2,Germany,5,1.5,13.69,day,0.6,Germany
j_000114,218522.0,3501.7,US_West,2,7452.1,4.7,night,0.6,US_West
j_001170,218943.6,24.9,France,4,32.0,13.82,day,0.6,France
j_002585,219093.0,2301.3,Japan,2,21798.7,21.86,night,0.6,Korea
j_001156,219276.0,2784.3,France,1,51751.5,13.91,day,0.6,France
j_002559,220171.5,3202.8,Japan,1,56437.6,22.16,night,0.6,Korea
j_001523,220226.2,250.7,Germany,3,443.2,14.17,day,0.6,Germany
j_002221,220592.3,357.1,India,3,563.8,18.78,day,0.6,France
j_001187,220684.7,6.6,France,5,1.0,14.3,day,0.6,France
j_001188,220839.4,4666.8,France,1,56717.1,14.34,day,0.6,France
j_000498,221218.5,814.4,US_Central,2,21272.7,7.45,night,0.6,France
j_002572,221690.4,10330.9,Japan,1,43268.6,22.58,night,0.6,Korea
j_001871,221902.0,7396.3,Korea,1,51384.0,22.64,night,0.6,Korea
j_000832,222501.4,7107.8,US_East,1,56386.0,8.81,day,0.6,US_East
j_001862,222578.4,10.4,Korea,5,2.7,22.83,night,0.6,Korea
j_001178,222708.7,5297.2,France,1,64607.8,14.86,day,0.6,France
j_000480,223099.2,49.2,US_Central,4,19.9,7.97,night,0.6,US_Central
j_001154,223141.8,1.7,France,5,2.7,14.98,day,0.6,France
j_001522,224133.6,205.0,Germany,3,425.7,15.26,day,0.6,France
j_001858,224608.6,6.5,Korea,5,2.3,23.39,night,0.6,Korea
j_000823,224802.4,7.0,US_East,5,3.2,9.45,day,0.6,US_East
j_001197,225108.1,2.9,France,5,1.2,15.53,day,0.6,France
j_002551,225384.3,149.8,Japan,3,230.9,23.61,night,0.6,Korea
j_001543,225735.6,3.4,Germany,5,3.9,15.7,day,0.6,France
j_000117,226223.8,5.6,US_West,4,57.0,6.84,night,0.6,US_West
j_001514,226372.9,4.6,Germany,5,2.0,15.88,day,0.6,France
j_001172,226425.7,176.1,France,4,43.8,15.9,day,0.6,France
j_002592,227074.3,5163.5,Japan,1,49084.7,0.08,night,0.6,Japan
j_001152,227074.7,5055.2,France,2,22635.6,16.08,day,0.6,France
j_002234,227316.4,22.5,India,4,15.9,20.64,night,0.6,France
j_000494,227598.3,12.0,US_Central,4,18.4,9.22,day,0.6,France
j_000804,227654.9,6782.1,US_East,1,54047.9,10.24,day,0.6,US_East
j_001876,227729.8,52.4,Korea,4,20.8,0.26,night,0.6,Korea
j_000489,227987.5,1194.8,US_Central,1,83984.7,9.33,day,0.6,France
j_001528,228059.6,3.8,Germany,5,3.0,16.35,day,0.6,France
j_002580,228102.6,249.6,Japan,4,49.3,0.36,night,0.6,Japan
j_000481,228673.7,126.4,US_Central,3,230.0,9.52,day,0.6,France
j_001186,228818.4,5.1,France,5,4.3,16.56,day,0.6,France
j_002579,228883.6,6.5,Japan,5,1.3,0.58,night,0.6,Japan
j_002550,229198.9,4.9,Japan,5,1.5,0.67,night,0.6,Japan
j_002578,229253.7,20.5,Japan,4,16.3,0.68,night,0.6,Japan
j_001883,229282.9,1349.5,Korea,2,19483.8,0.69,night,0.6,Korea
j_000811,229774.6,204.9,US_East,3,389.2,10.83,day,0.6,US_East
j_002588,229845.7,4.4,Japan,5,4.7,0.85,night,0.6,Japan
j_000828,229971.1,18.0,US_East,4,38.4,10.88,day,0.6,US_East
j_000471,230726.2,4.5,US_Central,5,1.4,10.09,day,0.6,France
j_002553,230901.1,21600.0,Japan,1,44911.5,1.14,night,0.6,Korea
j_001850,231099.4,3961.2,Korea,2,19255.5,1.19,night,0.6,Korea
j_000468,231457.2,2.0,US_Central,5,1.3,10.29,day,0.6,France
j_001505,231540.7,7577.3,Germany,1,63293.9,17.32,day,0.6,France
j_001897,231549.2,10595.9,Korea,1,78599.6,1.32,night,0.6,Korea
j_002563,231629.5,14400.0,Japan,2,24765.7,1.34,night,0.6,Korea
j_000450,231831.1,4103.8,US_Central,1,84743.4,10.4,day,0.6,France
j_000123,231997.1,1184.5,US_West,1,44683.1,8.44,day,0.6,US_West
j_000102,232173.0,1.0,US_West,5,4.7,8.49,day,0.6,US_West
j_001881,232330.8,901.9,Korea,2,17133.1,1.54,night,0.6,Korea
j_000820,232346.6,3782.3,US_East,1,63492.7,11.54,day,0.6,France
j_000125,232515.2,3107.5,US_West,1,66480.4,8.59,day,0.6,US_West
j_000822,232833.8,7.9,US_East,5,1.2,11.68,day,0.6,France
j_000495,232839.9,3.8,US_Central,5,2.5,10.68,day,0.6,US_West
j_000124,233023.7,6.5,US_West,5,4.0,8.73,day,0.6,US_West
j_001179,233374.1,2123.6,France,1,46909.8,17.83,day,0.6,France
j_002594,233462.6,1399.1,Japan,1,61106.6,1.85,night,0.6,Korea
j_000473,233881.9,6180.9,US_Central,1,53090.1,10.97,day,0.6,US_West
j_001851,234107.5,336.5,Korea,2,17630.4,2.03,night,0.6,US_West
j_001890,234293.7,4.2,Korea,5,4.9,2.08,night,0.6,Korea
j_002557,234299.5,17340.3,Japan,1,60008.6,2.08,night,0.6,US_West
j_001192,234439.5,25.4,France,5,2.2,18.12,day,0.6,France
j_001517,234562.4,4.1,Germany,5,2.0,18.16,day,0.6,Germany
j_000479,234567.9,9.7,US_Central,4,37.7,11.16,day,0.6,US_Central
j_002583,234859.5,7752.9,Japan,1,62836.9,2.24,night,0.6,Japan
j_001181,235032.8,6333.8,France,1,70336.4,18.29,day,0.6,France
j_002570,235164.6,3936.0,Japan,1,51140.8,2.32,night,0.6,Japan
j_000145,235268.4,2.0,US_West,5,2.0,9.35,day,0.6,US_West
j_000830,235290.4,15.1,US_East,4,34.6,12.36,day,0.6,US_East
j_000118,235329.3,21600.0,US_West,1,58608.9,9.37,day,0.6,US_West
j_000484,235414.3,2.9,US_Central,5,2.6,11.39,day,0.6,US_Central
j_001860,235864.6,921.4,Korea,2,9227.6,2.52,night,0.6,Korea
j_000819,235868.8,11.7,US_East,5,4.7,12.52,day,0.6,US_East
j_000463,235873.2,846.6,US_Central,3,268.6,11.52,day,0.6,US_Central
j_000462,235905.6,2.9,US_Central,5,1.5,11.53,day,0.6,US_Central
j_000496,236220.9,22.2,US_Central,4,53.2,11.62,day,0.6,US_Central
j_000810,236242.7,1794.1,US_East,1,48018.7,12.62,day,0.6,US_East
j_000482,236382.5,394.3,US_Central,3,337.0,11.66,day,0.6,US_Central
j_001856,236400.9,22.5,Korea,4,42.7,2.67,night,0.6,Korea
j_000132,236479.6,7.1,US_West,5,1.0,9.69,day,0.6,US_West
j_000106,236516.9,19102.9,US_West,1,56710.0,9.7,day,0.6,US_West
j_000831,236829.8,2.7,US_East,5,1.1,12.79,day,0.6,US_East
j_002229,237270.8,7794.4,India,1,44545.0,23.41,night,0.6,France
j_001529,237345.0,15.4,Germany,4,40.0,18.93,day,0.6,Germany
j_002218,237501.6,2386.8,India,2,11216.4,23.47,night,0.6,France
j_000143,237859.6,15.9,US_West,4,22.8,10.07,day,0.6,US_West
j_000486,238168.1,88.8,US_Central,4,16.1,12.16,day,0.6,US_Central
j_000814,238259.0,366.7,US_East,3,181.0,13.18,day,0.6,France
j_000139,238399.7,11002.5,US_West,1,46361.4,10.22,day,0.6,US_West
